N,text,created_at,likes_count,username,user_loc
5726,"@codeofvets
So this is what comes up if you click the link to the website- a site that SELLS WEB ADDRESSES, and not a site for any charity.  @GivingLifeOrg  may or not be real, but people, call the Better Business Bureau @bbb_us  or @aarpfraudwatch before donating. https://t.co/z7EKJrXves",1462563566117175300,2021-11-21 23:28:21+00:00,0,JacquieOtt7,"New Jersey, USA"
5727,"How many NDP members who won't call out their own will bring up the earnest hopes for reconciliation and decolonization? 

Your land acknowledgements, condemnation of police and Liberals are words. You are insulting our intelligence and damaging relationships by not taking action https://t.co/B4rfqnA7BU",1462563466779119619,2021-11-21 23:27:58+00:00,87,Joyhenderson78,Toronto
5728,Team Biden gets some pep in its step after months of taking it on the chin - Politico https://t.co/2zAzuKS7QF,1462563413909929986,2021-11-21 23:27:45+00:00,0,akbarth3great,Cloud ☁️
5729,Team Biden gets some pep in its step after months of taking it on the chin - Politico: Team Biden gets some pep in its step after months of taking it on the chin  Politico https://t.co/9PFwvmWMov -Follow me more news #نیب_نیازی_گٹھ_جوڑ #FB__G #PakistanDemandsCrypto,1462563407656206336,2021-11-21 23:27:44+00:00,0,_qbhatti,"Lahore, Pakistan"
5730,Let’s go score!!!,1462563327125635075,2021-11-21 23:27:24+00:00,0,BBB_BlackD,"Pittsburg, TX"
5731,Team Biden gets some pep in its step after months of taking it on the chin - Politico https://t.co/QDDaAoadns,1462563285039865857,2021-11-21 23:27:14+00:00,0,TheRadioTFI,"Queens, NY - Worldwide"
5732,"@JoeBiden Translation- ""we are gonna ruin the people at the top so that way everybody will be equally poor and also we are gonna tax the shit out of everybody with the build back better bill""",1462563278698295298,2021-11-21 23:27:13+00:00,0,LeeWickboldt,
5733,@bert_gilfoyle @peterdaou The BIF. Same will happen to BBB. https://t.co/ZaiacKhUSL,1462563275263004676,2021-11-21 23:27:12+00:00,0,DalyPolitics,"California, USA"
5734,"Low income families parents and people need emergency stimulus checks not no help for low income families @SenatorDurbin @SenSchumer @SpeakerPelosi                                             Build Back Better robs the poor to feed the rich

Download Now
https://t.co/OO5WL9QXU6",1462563258292965378,2021-11-21 23:27:08+00:00,0,robertw36517796,
5735,Almost everything Pelosi is saying about Biden’s socialist ‘Build Back Better’ agenda is a lie https://t.co/KfJhMUSgK0,1462563252601167874,2021-11-21 23:27:07+00:00,0,FishmanLevine,"Orange County, CA and New York"
5736,AOC: Dem Leaders Will Struggle to Get Votes If Reconciliation Doesn't Pass Soon https://t.co/m6nFETfO4H,1462563183013421056,2021-11-21 23:26:50+00:00,0,cbtuck62,"Salinas, California"
5737,"@BurgessOwens @DNC Republicans voted against keeping insulin prices low, the Infrastructure Bill, the ACA, raising the minimum wage... Democrats are also trying to get the John Lewis Voting Rights Act and the Build Back Better Act passed. So tell me again which party puts the American people first.",1462563171302924291,2021-11-21 23:26:47+00:00,0,sweett1962,"California, USA"
5738,"The only way the Senate Dems in vulnerable seats (Arizona, Nevada, Georgia, New Hampshire) can save themselves next year is if they vote to block BBB. They won't, but it's the only way I could see them surviving the storm that's about to head their way.",1462563134741237764,2021-11-21 23:26:39+00:00,4,WulfHunterr,
5739,@rwesthead @TSN_Sports Am I the only one that as a hard time enjoying hockey lately? With everything that came out and with the way NHL handle or not handle it.  I am unease when watching a game.,1462563134611378189,2021-11-21 23:26:39+00:00,0,Cindy_BBB,
5740,"@JJCarafano The fact the Biden is doing BBB 

shows how incredibly much he loves this country

 and Americans, because

 it will bring prosperity to so many people.

 It's outrageous that GQP don't want prosperity for all.",1462563094048215053,2021-11-21 23:26:29+00:00,1,EndTheOligarch,United States of Democracy
5741,"◊Millions of folks across the country have diabetes, sometimes paying around $1,000 a month for insulin. It’s outrageous.

With my Build Back Better Act, we’re going to ensure no one will pay more than $35 a month for their insulin.",1462563011164528646,2021-11-21 23:26:09+00:00,1,bigleaguebunny,United States
5742,@BidenHarrisBro Unhappy with what?  They will get their precious BBB and Dejoy Gone 2 of their biggest demands.,1462563006164910089,2021-11-21 23:26:08+00:00,2,Coogan5Jeffrey,
5743,"There may be some people who don't find this exciting thinking that partnerships and S corporations are both flow-through, so it is six of one, half a dozen of the other.  But there are some big differences. 

https://t.co/V2dXyNENFT",1462562971771621377,2021-11-21 23:26:00+00:00,1,peterreillycpa,North Oxford Mass
5744,"@thehill Do you mean the Texas Governor's Race. If Biden comes with a Build Back Better check for the Texas Electrical Grid (or what Texas Republicans pretend it is), then that might help Beto. Beto has enough name recognition in Texas to pull it off if Texans are sick of the Bullshit.",1462562954767966208,2021-11-21 23:25:56+00:00,1,TenMonthBaby,
5745,But now they've passed these build back better plan and the social spending Bill almost it will officially kill America and we have became Venezuela,1462562902188216323,2021-11-21 23:25:43+00:00,0,anthonyprice627,
5746,Do you understand Build Back Better?,1462562860937228297,2021-11-21 23:25:33+00:00,20,4YrsToday,
5747,@TeaPainUSA No they are self serving people that are betraying the Democratic Party and to be honest they should table the BBB it is already trickled down to less then half of its original size. They should maybe do a part one and extend child tax credits and medicare drug pricing. Voting!,1462562815965814791,2021-11-21 23:25:23+00:00,0,Twy16583332,
5748,"BBB means millions of jobs for people over the ten years.  (Unless you are a Republican politician who would steal the BBB  $$$ for tax cuts). 

A Florida representative was booed on the House Floor after calling Biden's spending bill 'Build Back Broke' https://t.co/kvzvOSceYa https://t.co/9YsDVSQI5D",1462562805169762304,2021-11-21 23:25:20+00:00,0,therebis,
5749,"We would do better investing in Independents instead of low level corruptible Democrats to pass bills.

40+% of voters consider themselves Independents, yet we play team sport politics with our government. 

Invest in leaders who create better humanity.

https://t.co/btjripVKr8",1462562727004626946,2021-11-21 23:25:01+00:00,0,beabetterangel,
5750,"@PandorasArtbox THAT is the single biggest deal in that social spending bill.

The Democrats need to be shouting it from the rooftops.

It's both the right thing to do, and insanely good politics.",1462562707480236036,2021-11-21 23:24:57+00:00,2,AuraBlazeZ,
5751,"https://t.co/Htkqvuswnn via @politico 
@JoeBiden will go down in history as the most anti American socialist president ever.
@JimmyCarterNPS was a hero compared to sleepy uncle Joe. 

#StopIlegalImmigration 
#BuildTheWall",1462562706234429441,2021-11-21 23:24:56+00:00,1,SilasSilverado,"San Antonio, TX"
5752,"@EwanMacKenna @philipnolan1 build back better, brexit means brexit, make America great (again), oven ready deal, arbeit macht frei, just do it, every little helps, get brexit done, kraft durch freude, vorsprung durch technik",1462562653428232195,2021-11-21 23:24:44+00:00,0,Pjm19641,
5753,"NEW: Rep. Rashida Tlaib told #AxiosOnHBO she's ""fearful"" of the fate of Biden's social spending bill in the Senate because ""corporate Dems"" — including Joe Manchin and Kyrsten Sinema — are serving special interests.

 https://t.co/C80tno6ryY via @axios",1462562643772850185,2021-11-21 23:24:42+00:00,0,JFrusci,"New York, NY"
5754,A Florida Representative Was Booed After Calling Biden's Spending Bill 'Build Back Broke' https://t.co/loWMhZtxuc,1462562616077869063,2021-11-21 23:24:35+00:00,0,rowdyricky2357,
5755,"@avocado_elite Great idea. That’s my favorite stop, as I spent a lot of time at that hospital with my dad. You could even expand the development to include that surface parking lot to the north of your red outline. Get a big chunk of the federal housing money in the BBB Act and get ’er done!",1462562599636062208,2021-11-21 23:24:31+00:00,1,Tony_Kranz,"Encinitas, California"
5756,"Sen. Jon Tester predicted on NBC's ""Meet the Press"" Sunday that Senate Democrats would make changes to Biden's big spending and tax package but would ultimately pass a version of it. https://t.co/PziOwvU7Fr",1462562488843751432,2021-11-21 23:24:05+00:00,0,helenaironline,"Helena, Montana"
5757,"@kainagata Wtf, whatever happened to Truth and reconciliation?",1462562485333114884,2021-11-21 23:24:04+00:00,0,stevem20,
5758,"@blewis823 I just heard something amazing... the IMMIGRATION portion of #BBB revolves around the probation system, perhaps not the courts themselves? That might help get it by the parliamentarian.",1462562460297093121,2021-11-21 23:23:58+00:00,2,SpeakerMentors,
5759,"Instead of Build Back Better, we have Bill Mac Better @Timbo7290",1462562438361014275,2021-11-21 23:23:53+00:00,1,travfourr,"Pflugerville, TX"
5760,"Citizens need to read between the (gas sign) lines. BBB reduces inflation, government social spending  does not cause inflation, and GOP hates to put more taxes on the wealthy (and they like their workers hungry). https://t.co/GE4p7v9F85",1462562436335112192,2021-11-21 23:23:52+00:00,3,cdsmukler,California
5761,@bucko41 @McFaggotDong @kainagata He was talking about #Reconciliation  in @Tkemlups here in @cityofkamloops where I live at the same time he was smuggly grinning about the raid @SaveFairyCreek too. It’s a shame ppl follow the mainstream media. Ppl believe it. Sham.,1462562435903066116,2021-11-21 23:23:52+00:00,0,benevolent_sun,Tk’emlúps te Secwépemc
5762,@Barca99993 @NateGearySports Yeah at some point it has to! It seems the coach is the one that usually pays the price though!,1462562435311845385,2021-11-21 23:23:52+00:00,0,BBB_1965,
5763,"@Steve_Dangle I got to say, I discovered your show the last month, and I've enjoyed it.  Keep up the good work",1462562389027663879,2021-11-21 23:23:41+00:00,1,Cindy_BBB,
5764,"NEW: Rep. Rashida Tlaib told #AxiosOnHBO she's ""fearful"" of the fate of Biden's social spending bill in the Senate because ""corporate Dems"" — including Joe Manchin and Kyrsten Sinema — are serving special interests.

 https://t.co/l03uDRXdrc",1462562379770826760,2021-11-21 23:23:39+00:00,210,axios,
5765,@ComicaIBigSpoon What was Bbb,1462562346052816906,2021-11-21 23:23:31+00:00,1,ohturnlepaige,Vectors Lab
5766,"AMA issues Area Forecast Discussion (AFD) at Nov 21, 5:23 PM CST https://t.co/uS4tu5c9MO",1462562307964227588,2021-11-21 23:23:21+00:00,0,iembot_ama,"Amarillo, TX"
5767,"White House, Senate leaders express optimism on Build Back Better bill https://t.co/Lpp9cJsmVW",1462562291338072066,2021-11-21 23:23:18+00:00,1,jorgejhorlfl,Mars
5768,"Erica Jedynak @EricaJedynak  from Americans for Prosperity @AFPhq  is on the show with some shocking news for moms concerning the Build Back Better Act.
(Build Back Broke) 
https://t.co/9638rylXbL",1462562260363227137,2021-11-21 23:23:10+00:00,0,mattbuff_show,Orlando
5769,"Does Build Back Better have doggie daycare in it? It should. Think of all the awesome jobs it would create, and how much easier it would be to work and have a dog. Everybody wins.",1462562191454965770,2021-11-21 23:22:54+00:00,4,KittLieder,H-Town North
5770,This student loan forgiveness push could be good for America..student loans will disappear...an colleges churning out idiots will go down Progressives Push for Student Loan Forgiveness After House Passes Spending Bill https://t.co/zy8aJTQ0Gb,1462562177538150401,2021-11-21 23:22:50+00:00,0,BrianSt05247089,
5771,Where is .@CFPB .@CISAgov .@SecYellen .@ewarren .@SenWarren .@RepKatiePorter .@SEC_Enforcement .@NewYork_SEC .@SECGov .@bbb_us .@FBI .@FBIWFO .@AP .@Reuters .@ReutersPolitics .@NewsHour .@CNN .@CNBC .@ForbesTech .@Forbes Stop this shyster!! https://t.co/RZgyWpJh98,1462562159800602629,2021-11-21 23:22:46+00:00,0,RaisingTheHustl,"Chicago, IL"
5772,"@BarackObama @POTUS Happy Birthday Mr. President. Blessings to you on this special day, our country will be great under your leadership. BBB.",1462562139307225094,2021-11-21 23:22:41+00:00,0,dash0707,
5773,"@jayseonkim @Emilian22847466 @blujay_abby @Twittizenbai @theone1234568 @manilabulletin BBB is highly sustainable. PPP could not be used due to security issues cited by the DND. Currently, there is a Senate resolution headed by Gatchalian that will monitor BBB expenditures.

I stand corrected.
#BBMSARA2022",1462562123410665475,2021-11-21 23:22:37+00:00,0,jhazel0831,Vigan City
5774,"@EllahieCooking @Stewart7Donna TO FORGIVE

Join me in prayer for ALL our struggling loved ones

Pray God's Spirit of eternal hope,love&amp;life leads them to recovery,redemption&amp;reconciliation

God's heart can be their heart
God's heart can be their love
God's heart can be their will

Rom8:26&amp;Ezek36:26&amp;Isaiah53:5",1462562103508680708,2021-11-21 23:22:33+00:00,2,DulleyTopBooks,"North Vancouver, B.C. Canada"
5775,Defense is giving us too many opportunities and we can’t capitalize off any of them,1462562082059165703,2021-11-21 23:22:28+00:00,0,BBB_BlackD,"Pittsburg, TX"
5776,@galilaya2 @politiwars You mean things like the child tax credit that gives them $300/month/child? Or how about the infrastructure bill that is expected that 85% of jobs will be middle class. Or how about reduced drug prices in the BBB bill. And they tried to raise min wage from $7/hr. Those things?,1462562072835801088,2021-11-21 23:22:25+00:00,0,Sue70241,
5777,"HNX issues Area Forecast Discussion (AFD) at Nov 21, 3:21 PM PST ...Update to Air Quality Issues Section... https://t.co/tYCmmJhm0u",1462561990178578436,2021-11-21 23:22:06+00:00,0,iembot_hnx,"San Joaquin Valley/Hanford, CA"
5778,"via @NYTOpinion drivers of unaffordable housing, higher education, health care, child care found in regressive Regis that restrict supply, competition while redistributing wealth upward, to providers in those industries.Tax-and-spend tool kits doesn’t work https://t.co/dtfJTnJL4C",1462561983128117258,2021-11-21 23:22:04+00:00,0,KandRMom,"Houston, TX"
5779,"@POTUS Build back better is a jesuit think, a Catholic. Don't fall for that. Everyone will be a slave. You will own nothing and you will be ""happy "".",1462561957890961413,2021-11-21 23:21:58+00:00,0,SebiDuca,
5780,@PramilaJayapal The bill Included a tax cut for billionaires doesn’t it? I’m for the BBB but this doesn’t seem accurate?,1462561927725518849,2021-11-21 23:21:51+00:00,16,BenEv12,
5781,Pelosi and Biden march swing-district House Democrats to the end of their careers with the passage of the tax and spending bill. https://t.co/r4vxG68btr via @WSJOpinion,1462561927410995207,2021-11-21 23:21:51+00:00,0,Sparky18331,
5782,"The New York lawmaker cautioned that ""the trust that was already so delicate will have been broken"" if the legislation doesn't get approved. https://t.co/ENZkBauejX",1462561785223987206,2021-11-21 23:21:17+00:00,13,Newsweek,"New York, NY"
